Date,GEO,Products and product groups,VALUE
2018-01-01,Canada,All-items,131.7
2018-02-01,Canada,All-items,132.5
2018-03-01,Canada,All-items,132.9
2018-04-01,Canada,All-items,133.3
2018-05-01,Canada,All-items,133.4
2018-06-01,Canada,All-items,133.6
2018-07-01,Canada,All-items,134.3
2018-08-01,Canada,All-items,134.2
2018-09-01,Canada,All-items,133.7
2018-10-01,Canada,All-items,134.1
2018-11-01,Canada,All-items,133.5
2018-12-01,Canada,All-items,133.4
2019-01-01,Canada,All-items,133.6
2019-02-01,Canada,All-items,134.5
2019-03-01,Canada,All-items,135.4
2019-04-01,Canada,All-items,136.0
2019-05-01,Canada,All-items,136.6
2019-06-01,Canada,All-items,136.3
2019-07-01,Canada,All-items,137.0
2019-08-01,Canada,All-items,136.8
2019-09-01,Canada,All-items,136.2
2019-10-01,Canada,All-items,136.6
2019-11-01,Canada,All-items,136.4
2019-12-01,Canada,All-items,136.4
2020-01-01,Canada,All-items,136.8
2020-02-01,Canada,All-items,137.4
2020-03-01,Canada,All-items,136.6
2020-04-01,Canada,All-items,135.7
2020-05-01,Canada,All-items,136.1
2020-06-01,Canada,All-items,137.2
2020-07-01,Canada,All-items,137.2
2020-08-01,Canada,All-items,137.0
2020-09-01,Canada,All-items,136.9
2020-10-01,Canada,All-items,137.5
2020-11-01,Canada,All-items,137.7
2020-12-01,Canada,All-items,137.4
2021-01-01,Canada,All-items,138.2
2021-02-01,Canada,All-items,138.9
2021-03-01,Canada,All-items,139.6
2021-04-01,Canada,All-items,140.3
2021-05-01,Canada,All-items,141.0
2021-06-01,Canada,All-items,141.4
2021-07-01,Canada,All-items,142.3
2021-08-01,Canada,All-items,142.6
2021-09-01,Canada,All-items,142.9
2021-10-01,Canada,All-items,143.9
2021-11-01,Canada,All-items,144.2
2018-01-01,Canada,Food,144.7
2018-02-01,Canada,Food,144.7
2018-03-01,Canada,Food,144.2
2018-04-01,Canada,Food,144.8
2018-05-01,Canada,Food,144.6
2018-06-01,Canada,Food,145.6
2018-07-01,Canada,Food,146.1
2018-08-01,Canada,Food,145.9
2018-09-01,Canada,Food,144.9
2018-10-01,Canada,Food,144.6
2018-11-01,Canada,Food,146.1
2018-12-01,Canada,Food,147.5
2019-01-01,Canada,Food,148.7
2019-02-01,Canada,Food,149.3
2019-03-01,Canada,Food,149.4
2019-04-01,Canada,Food,149.0
2019-05-01,Canada,Food,149.7
2019-06-01,Canada,Food,150.7
2019-07-01,Canada,Food,151.6
2019-08-01,Canada,Food,151.1
2019-09-01,Canada,Food,150.2
2019-10-01,Canada,Food,149.9
2019-11-01,Canada,Food,151.1
2019-12-01,Canada,Food,151.9
2020-01-01,Canada,Food,153.5
2020-02-01,Canada,Food,152.9
2020-03-01,Canada,Food,152.8
2020-04-01,Canada,Food,154.0
2020-05-01,Canada,Food,154.3
2020-06-01,Canada,Food,154.8
2020-07-01,Canada,Food,155.0
2020-08-01,Canada,Food,153.8
2020-09-01,Canada,Food,152.6
2020-10-01,Canada,Food,153.3
2020-11-01,Canada,Food,153.9
2020-12-01,Canada,Food,153.6
2021-01-01,Canada,Food,155.0
2021-02-01,Canada,Food,155.6
2021-03-01,Canada,Food,155.5
2021-04-01,Canada,Food,155.4
2021-05-01,Canada,Food,156.6
2021-06-01,Canada,Food,156.8
2021-07-01,Canada,Food,157.6
2021-08-01,Canada,Food,158.0
2021-09-01,Canada,Food,158.5
2021-10-01,Canada,Food,159.2
2021-11-01,Canada,Food,160.7
2018-01-01,Canada,Shelter,139.7
2018-02-01,Canada,Shelter,140.0
2018-03-01,Canada,Shelter,140.0
2018-04-01,Canada,Shelter,140.3
2018-05-01,Canada,Shelter,140.4
2018-06-01,Canada,Shelter,140.5
2018-07-01,Canada,Shelter,141.0
2018-08-01,Canada,Shelter,141.2
2018-09-01,Canada,Shelter,141.5
2018-10-01,Canada,Shelter,142.0
2018-11-01,Canada,Shelter,142.3
2018-12-01,Canada,Shelter,142.3
2019-01-01,Canada,Shelter,143.0
2019-02-01,Canada,Shelter,143.4
2019-03-01,Canada,Shelter,143.8
2019-04-01,Canada,Shelter,144.1
2019-05-01,Canada,Shelter,144.2
2019-06-01,Canada,Shelter,144.0
2019-07-01,Canada,Shelter,144.3
2019-08-01,Canada,Shelter,144.6
2019-09-01,Canada,Shelter,144.8
2019-10-01,Canada,Shelter,145.7
2019-11-01,Canada,Shelter,145.9
2019-12-01,Canada,Shelter,146.3
2020-01-01,Canada,Shelter,146.4
2020-02-01,Canada,Shelter,146.7
2020-03-01,Canada,Shelter,146.5
2020-04-01,Canada,Shelter,146.0
2020-05-01,Canada,Shelter,145.6
2020-06-01,Canada,Shelter,146.4
2020-07-01,Canada,Shelter,146.4
2020-08-01,Canada,Shelter,146.8
2020-09-01,Canada,Shelter,147.3
2020-10-01,Canada,Shelter,148.3
2020-11-01,Canada,Shelter,148.7
2020-12-01,Canada,Shelter,148.7
2021-01-01,Canada,Shelter,148.4
2021-02-01,Canada,Shelter,148.8
2021-03-01,Canada,Shelter,150.0
2021-04-01,Canada,Shelter,150.7
2021-05-01,Canada,Shelter,151.7
2021-06-01,Canada,Shelter,152.8
2021-07-01,Canada,Shelter,153.5
2021-08-01,Canada,Shelter,153.9
2021-09-01,Canada,Shelter,154.4
2021-10-01,Canada,Shelter,155.4
2021-11-01,Canada,Shelter,155.9
2018-01-01,Canada,"Household operations, furnishings and equipment",122.4
2018-02-01,Canada,"Household operations, furnishings and equipment",123.4
2018-03-01,Canada,"Household operations, furnishings and equipment",122.9
2018-04-01,Canada,"Household operations, furnishings and equipment",123.9
2018-05-01,Canada,"Household operations, furnishings and equipment",122.8
2018-06-01,Canada,"Household operations, furnishings and equipment",122.6
2018-07-01,Canada,"Household operations, furnishings and equipment",123.1
2018-08-01,Canada,"Household operations, furnishings and equipment",122.9
2018-09-01,Canada,"Household operations, furnishings and equipment",123.0
2018-10-01,Canada,"Household operations, furnishings and equipment",124.0
2018-11-01,Canada,"Household operations, furnishings and equipment",123.8
2018-12-01,Canada,"Household operations, furnishings and equipment",123.4
2019-01-01,Canada,"Household operations, furnishings and equipment",123.3
2019-02-01,Canada,"Household operations, furnishings and equipment",123.6
2019-03-01,Canada,"Household operations, furnishings and equipment",123.5
2019-04-01,Canada,"Household operations, furnishings and equipment",123.8
2019-05-01,Canada,"Household operations, furnishings and equipment",123.9
2019-06-01,Canada,"Household operations, furnishings and equipment",124.1
2019-07-01,Canada,"Household operations, furnishings and equipment",123.5
2019-08-01,Canada,"Household operations, furnishings and equipment",123.5
2019-09-01,Canada,"Household operations, furnishings and equipment",123.6
2019-10-01,Canada,"Household operations, furnishings and equipment",123.8
2019-11-01,Canada,"Household operations, furnishings and equipment",123.6
2019-12-01,Canada,"Household operations, furnishings and equipment",122.9
2020-01-01,Canada,"Household operations, furnishings and equipment",122.6
2020-02-01,Canada,"Household operations, furnishings and equipment",123.3
2020-03-01,Canada,"Household operations, furnishings and equipment",123.7
2020-04-01,Canada,"Household operations, furnishings and equipment",124.2
2020-05-01,Canada,"Household operations, furnishings and equipment",123.6
2020-06-01,Canada,"Household operations, furnishings and equipment",123.7
2020-07-01,Canada,"Household operations, furnishings and equipment",124.2
2020-08-01,Canada,"Household operations, furnishings and equipment",124.0
2020-09-01,Canada,"Household operations, furnishings and equipment",124.0
2020-10-01,Canada,"Household operations, furnishings and equipment",124.3
2020-11-01,Canada,"Household operations, furnishings and equipment",124.3
2020-12-01,Canada,"Household operations, furnishings and equipment",123.6
2021-01-01,Canada,"Household operations, furnishings and equipment",124.3
2021-02-01,Canada,"Household operations, furnishings and equipment",124.3
2021-03-01,Canada,"Household operations, furnishings and equipment",123.5
2021-04-01,Canada,"Household operations, furnishings and equipment",124.7
2021-05-01,Canada,"Household operations, furnishings and equipment",124.7
2021-06-01,Canada,"Household operations, furnishings and equipment",124.8
2021-07-01,Canada,"Household operations, furnishings and equipment",125.6
2021-08-01,Canada,"Household operations, furnishings and equipment",125.8
2021-09-01,Canada,"Household operations, furnishings and equipment",125.9
2021-10-01,Canada,"Household operations, furnishings and equipment",126.5
2021-11-01,Canada,"Household operations, furnishings and equipment",126.3
2018-01-01,Canada,Clothing and footwear,91.7
2018-02-01,Canada,Clothing and footwear,93.3
2018-03-01,Canada,Clothing and footwear,95.0
2018-04-01,Canada,Clothing and footwear,96.2
2018-05-01,Canada,Clothing and footwear,95.4
2018-06-01,Canada,Clothing and footwear,94.2
2018-07-01,Canada,Clothing and footwear,93.0
2018-08-01,Canada,Clothing and footwear,93.7
2018-09-01,Canada,Clothing and footwear,96.0
2018-10-01,Canada,Clothing and footwear,97.2
2018-11-01,Canada,Clothing and footwear,95.9
2018-12-01,Canada,Clothing and footwear,92.6
2019-01-01,Canada,Clothing and footwear,92.2
2019-02-01,Canada,Clothing and footwear,94.8
2019-03-01,Canada,Clothing and footwear,96.4
2019-04-01,Canada,Clothing and footwear,97.2
2019-05-01,Canada,Clothing and footwear,96.7
2019-06-01,Canada,Clothing and footwear,94.9
2019-07-01,Canada,Clothing and footwear,94.0
2019-08-01,Canada,Clothing and footwear,94.7
2019-09-01,Canada,Clothing and footwear,98.5
2019-10-01,Canada,Clothing and footwear,99.4
2019-11-01,Canada,Clothing and footwear,98.5
2019-12-01,Canada,Clothing and footwear,95.3
2020-01-01,Canada,Clothing and footwear,95.8
2020-02-01,Canada,Clothing and footwear,97.4
2020-03-01,Canada,Clothing and footwear,99.0
2020-04-01,Canada,Clothing and footwear,93.2
2020-05-01,Canada,Clothing and footwear,91.5
2020-06-01,Canada,Clothing and footwear,92.4
2020-07-01,Canada,Clothing and footwear,92.1
2020-08-01,Canada,Clothing and footwear,93.5
2020-09-01,Canada,Clothing and footwear,94.5
2020-10-01,Canada,Clothing and footwear,95.4
2020-11-01,Canada,Clothing and footwear,96.2
2020-12-01,Canada,Clothing and footwear,92.1
2021-01-01,Canada,Clothing and footwear,91.9
2021-02-01,Canada,Clothing and footwear,92.7
2021-03-01,Canada,Clothing and footwear,93.7
2021-04-01,Canada,Clothing and footwear,94.9
2021-05-01,Canada,Clothing and footwear,95.1
2021-06-01,Canada,Clothing and footwear,93.4
2021-07-01,Canada,Clothing and footwear,93.0
2021-08-01,Canada,Clothing and footwear,93.3
2021-09-01,Canada,Clothing and footwear,94.7
2021-10-01,Canada,Clothing and footwear,96.0
2021-11-01,Canada,Clothing and footwear,96.9
2018-01-01,Canada,Transportation,137.2
2018-02-01,Canada,Transportation,137.7
2018-03-01,Canada,Transportation,138.0
2018-04-01,Canada,Transportation,139.5
2018-05-01,Canada,Transportation,139.7
2018-06-01,Canada,Transportation,140.5
2018-07-01,Canada,Transportation,142.0
2018-08-01,Canada,Transportation,141.3
2018-09-01,Canada,Transportation,138.4
2018-10-01,Canada,Transportation,139.3
2018-11-01,Canada,Transportation,137.1
2018-12-01,Canada,Transportation,138.0
2019-01-01,Canada,Transportation,136.6
2019-02-01,Canada,Transportation,137.9
2019-03-01,Canada,Transportation,140.6
2019-04-01,Canada,Transportation,143.0
2019-05-01,Canada,Transportation,144.0
2019-06-01,Canada,Transportation,142.7
2019-07-01,Canada,Transportation,144.2
2019-08-01,Canada,Transportation,143.3
2019-09-01,Canada,Transportation,140.3
2019-10-01,Canada,Transportation,141.3
2019-11-01,Canada,Transportation,141.5
2019-12-01,Canada,Transportation,143.1
2020-01-01,Canada,Transportation,143.4
2020-02-01,Canada,Transportation,144.0
2020-03-01,Canada,Transportation,138.9
2020-04-01,Canada,Transportation,136.7
2020-05-01,Canada,Transportation,139.7
2020-06-01,Canada,Transportation,142.8
2020-07-01,Canada,Transportation,142.8
2020-08-01,Canada,Transportation,141.5
2020-09-01,Canada,Transportation,140.4
2020-10-01,Canada,Transportation,141.1
2020-11-01,Canada,Transportation,141.3
2020-12-01,Canada,Transportation,142.3
2021-01-01,Canada,Transportation,144.9
2021-02-01,Canada,Transportation,147.1
2021-03-01,Canada,Transportation,148.8
2021-04-01,Canada,Transportation,149.5
2021-05-01,Canada,Transportation,150.3
2021-06-01,Canada,Transportation,150.8
2021-07-01,Canada,Transportation,152.2
2021-08-01,Canada,Transportation,153.8
2021-09-01,Canada,Transportation,153.2
2021-10-01,Canada,Transportation,155.4
2021-11-01,Canada,Transportation,155.4
2018-01-01,Canada,Gasoline,174.3
2018-02-01,Canada,Gasoline,173.0
2018-03-01,Canada,Gasoline,178.0
2018-04-01,Canada,Gasoline,190.1
2018-05-01,Canada,Gasoline,196.4
2018-06-01,Canada,Gasoline,191.8
2018-07-01,Canada,Gasoline,193.3
2018-08-01,Canada,Gasoline,190.3
2018-09-01,Canada,Gasoline,188.3
2018-10-01,Canada,Gasoline,182.3
2018-11-01,Canada,Gasoline,165.2
2018-12-01,Canada,Gasoline,154.4
2019-01-01,Canada,Gasoline,149.6
2019-02-01,Canada,Gasoline,152.4
2019-03-01,Canada,Gasoline,170.1
2019-04-01,Canada,Gasoline,187.1
2019-05-01,Canada,Gasoline,189.2
2019-06-01,Canada,Gasoline,174.1
2019-07-01,Canada,Gasoline,179.9
2019-08-01,Canada,Gasoline,170.9
2019-09-01,Canada,Gasoline,169.5
2019-10-01,Canada,Gasoline,170.1
2019-11-01,Canada,Gasoline,166.7
2019-12-01,Canada,Gasoline,165.8
2020-01-01,Canada,Gasoline,166.4
2020-02-01,Canada,Gasoline,163.1
2020-03-01,Canada,Gasoline,134.0
2020-04-01,Canada,Gasoline,113.6
2020-05-01,Canada,Gasoline,132.8
2020-06-01,Canada,Gasoline,146.7
2020-07-01,Canada,Gasoline,153.1
2020-08-01,Canada,Gasoline,151.9
2020-09-01,Canada,Gasoline,151.3
2020-10-01,Canada,Gasoline,149.0
2020-11-01,Canada,Gasoline,146.8
2020-12-01,Canada,Gasoline,151.7
2021-01-01,Canada,Gasoline,160.9
2021-02-01,Canada,Gasoline,171.3
2021-03-01,Canada,Gasoline,181.3
2021-04-01,Canada,Gasoline,184.6
2021-05-01,Canada,Gasoline,190.5
2021-06-01,Canada,Gasoline,193.6
2021-07-01,Canada,Gasoline,200.4
2021-08-01,Canada,Gasoline,201.3
2021-09-01,Canada,Gasoline,201.0
2021-10-01,Canada,Gasoline,211.1
2021-11-01,Canada,Gasoline,210.8
2018-01-01,Canada,Health and personal care,125.1
2018-02-01,Canada,Health and personal care,125.6
2018-03-01,Canada,Health and personal care,126.3
2018-04-01,Canada,Health and personal care,126.2
2018-05-01,Canada,Health and personal care,125.9
2018-06-01,Canada,Health and personal care,126.3
2018-07-01,Canada,Health and personal care,126.1
2018-08-01,Canada,Health and personal care,126.7
2018-09-01,Canada,Health and personal care,126.1
2018-10-01,Canada,Health and personal care,126.3
2018-11-01,Canada,Health and personal care,125.1
2018-12-01,Canada,Health and personal care,125.6
2019-01-01,Canada,Health and personal care,125.9
2019-02-01,Canada,Health and personal care,126.4
2019-03-01,Canada,Health and personal care,126.6
2019-04-01,Canada,Health and personal care,127.1
2019-05-01,Canada,Health and personal care,127.3
2019-06-01,Canada,Health and personal care,127.7
2019-07-01,Canada,Health and personal care,128.0
2019-08-01,Canada,Health and personal care,127.8
2019-09-01,Canada,Health and personal care,127.8
2019-10-01,Canada,Health and personal care,127.9
2019-11-01,Canada,Health and personal care,128.0
2019-12-01,Canada,Health and personal care,127.9
2020-01-01,Canada,Health and personal care,128.6
2020-02-01,Canada,Health and personal care,128.8
2020-03-01,Canada,Health and personal care,128.6
2020-04-01,Canada,Health and personal care,128.7
2020-05-01,Canada,Health and personal care,128.4
2020-06-01,Canada,Health and personal care,128.3
2020-07-01,Canada,Health and personal care,128.8
2020-08-01,Canada,Health and personal care,129.6
2020-09-01,Canada,Health and personal care,129.8
2020-10-01,Canada,Health and personal care,130.2
2020-11-01,Canada,Health and personal care,130.6
2020-12-01,Canada,Health and personal care,130.0
2021-01-01,Canada,Health and personal care,130.3
2021-02-01,Canada,Health and personal care,130.5
2021-03-01,Canada,Health and personal care,130.5
2021-04-01,Canada,Health and personal care,132.5
2021-05-01,Canada,Health and personal care,132.4
2021-06-01,Canada,Health and personal care,132.6
2021-07-01,Canada,Health and personal care,133.4
2021-08-01,Canada,Health and personal care,133.3
2021-09-01,Canada,Health and personal care,133.7
2021-10-01,Canada,Health and personal care,133.9
2021-11-01,Canada,Health and personal care,134.1
2018-01-01,Canada,"Recreation, education and reading",111.8
2018-02-01,Canada,"Recreation, education and reading",114.1
2018-03-01,Canada,"Recreation, education and reading",116.4
2018-04-01,Canada,"Recreation, education and reading",113.7
2018-05-01,Canada,"Recreation, education and reading",116.5
2018-06-01,Canada,"Recreation, education and reading",115.6
2018-07-01,Canada,"Recreation, education and reading",117.9
2018-08-01,Canada,"Recreation, education and reading",117.5
2018-09-01,Canada,"Recreation, education and reading",117.0
2018-10-01,Canada,"Recreation, education and reading",116.1
2018-11-01,Canada,"Recreation, education and reading",114.3
2018-12-01,Canada,"Recreation, education and reading",112.9
2019-01-01,Canada,"Recreation, education and reading",113.3
2019-02-01,Canada,"Recreation, education and reading",115.2
2019-03-01,Canada,"Recreation, education and reading",116.6
2019-04-01,Canada,"Recreation, education and reading",115.8
2019-05-01,Canada,"Recreation, education and reading",118.6
2019-06-01,Canada,"Recreation, education and reading",117.9
2019-07-01,Canada,"Recreation, education and reading",121.1
2019-08-01,Canada,"Recreation, education and reading",119.8
2019-09-01,Canada,"Recreation, education and reading",118.0
2019-10-01,Canada,"Recreation, education and reading",117.6
2019-11-01,Canada,"Recreation, education and reading",114.5
2019-12-01,Canada,"Recreation, education and reading",113.2
2020-01-01,Canada,"Recreation, education and reading",113.0
2020-02-01,Canada,"Recreation, education and reading",116.0
2020-03-01,Canada,"Recreation, education and reading",116.0
2020-04-01,Canada,"Recreation, education and reading",115.0
2020-05-01,Canada,"Recreation, education and reading",115.5
2020-06-01,Canada,"Recreation, education and reading",116.3
2020-07-01,Canada,"Recreation, education and reading",116.3
2020-08-01,Canada,"Recreation, education and reading",116.1
2020-09-01,Canada,"Recreation, education and reading",116.6
2020-10-01,Canada,"Recreation, education and reading",116.1
2020-11-01,Canada,"Recreation, education and reading",115.6
2020-12-01,Canada,"Recreation, education and reading",115.5
2021-01-01,Canada,"Recreation, education and reading",116.3
2021-02-01,Canada,"Recreation, education and reading",116.1
2021-03-01,Canada,"Recreation, education and reading",116.4
2021-04-01,Canada,"Recreation, education and reading",116.8
2021-05-01,Canada,"Recreation, education and reading",117.6
2021-06-01,Canada,"Recreation, education and reading",118.0
2021-07-01,Canada,"Recreation, education and reading",119.7
2021-08-01,Canada,"Recreation, education and reading",118.6
2021-09-01,Canada,"Recreation, education and reading",119.0
2021-10-01,Canada,"Recreation, education and reading",120.1
2021-11-01,Canada,"Recreation, education and reading",118.5
2018-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",163.2
2018-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",164.1
2018-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",166.0
2018-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",167.9
2018-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",168.1
2018-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",168.9
2018-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.0
2018-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.5
2018-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.7
2018-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.7
2018-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.9
2018-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.3
2019-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",170.6
2019-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",170.9
2019-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",170.9
2019-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.3
2019-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.7
2019-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.2
2019-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.0
2019-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.1
2019-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",170.9
2019-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.3
2019-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.0
2019-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",170.0
2020-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.4
2020-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.4
2020-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.5
2020-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.1
2020-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.1
2020-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.2
2020-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.0
2020-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.8
2020-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.1
2020-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.5
2020-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.1
2020-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",171.4
2021-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",172.5
2021-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",173.2
2021-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",173.6
2021-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",174.4
2021-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",175.2
2021-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",175.5
2021-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",175.0
2021-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",176.2
2021-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",175.8
2021-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",176.2
2021-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",176.6
2018-01-01,Canada,Energy,159.5
2018-02-01,Canada,Energy,159.1
2018-03-01,Canada,Energy,161.0
2018-04-01,Canada,Energy,167.1
2018-05-01,Canada,Energy,169.4
2018-06-01,Canada,Energy,167.2
2018-07-01,Canada,Energy,168.8
2018-08-01,Canada,Energy,167.2
2018-09-01,Canada,Energy,166.3
2018-10-01,Canada,Energy,163.7
2018-11-01,Canada,Energy,155.8
2018-12-01,Canada,Energy,150.1
2019-01-01,Canada,Energy,148.5
2019-02-01,Canada,Energy,150.1
2019-03-01,Canada,Energy,159.1
2019-04-01,Canada,Energy,168.2
2019-05-01,Canada,Energy,169.2
2019-06-01,Canada,Energy,160.3
2019-07-01,Canada,Energy,163.4
2019-08-01,Canada,Energy,159.3
2019-09-01,Canada,Energy,158.7
2019-10-01,Canada,Energy,158.9
2019-11-01,Canada,Energy,158.1
2019-12-01,Canada,Energy,158.3
2020-01-01,Canada,Energy,158.6
2020-02-01,Canada,Energy,156.6
2020-03-01,Canada,Energy,140.6
2020-04-01,Canada,Energy,128.3
2020-05-01,Canada,Energy,137.0
2020-06-01,Canada,Energy,146.2
2020-07-01,Canada,Energy,149.7
2020-08-01,Canada,Energy,149.3
2020-09-01,Canada,Energy,149.8
2020-10-01,Canada,Energy,149.4
2020-11-01,Canada,Energy,149.1
2020-12-01,Canada,Energy,152.0
2021-01-01,Canada,Energy,154.3
2021-02-01,Canada,Energy,160.4
2021-03-01,Canada,Energy,167.4
2021-04-01,Canada,Energy,170.2
2021-05-01,Canada,Energy,173.2
2021-06-01,Canada,Energy,174.7
2021-07-01,Canada,Energy,179.2
2021-08-01,Canada,Energy,180.2
2021-09-01,Canada,Energy,179.9
2021-10-01,Canada,Energy,187.5
2021-11-01,Canada,Energy,188.4
2018-01-01,Canada,Goods,120.2
2018-02-01,Canada,Goods,120.7
2018-03-01,Canada,Goods,120.9
2018-04-01,Canada,Goods,122.0
2018-05-01,Canada,Goods,121.6
2018-06-01,Canada,Goods,121.7
2018-07-01,Canada,Goods,121.6
2018-08-01,Canada,Goods,121.4
2018-09-01,Canada,Goods,121.1
2018-10-01,Canada,Goods,121.4
2018-11-01,Canada,Goods,120.5
2018-12-01,Canada,Goods,119.6
2019-01-01,Canada,Goods,120.0
2019-02-01,Canada,Goods,121.4
2019-03-01,Canada,Goods,122.7
2019-04-01,Canada,Goods,123.7
2019-05-01,Canada,Goods,123.9
2019-06-01,Canada,Goods,122.8
2019-07-01,Canada,Goods,123.2
2019-08-01,Canada,Goods,122.5
2019-09-01,Canada,Goods,122.7
2019-10-01,Canada,Goods,123.0
2019-11-01,Canada,Goods,123.3
2019-12-01,Canada,Goods,122.6
2020-01-01,Canada,Goods,123.7
2020-02-01,Canada,Goods,123.9
2020-03-01,Canada,Goods,122.0
2020-04-01,Canada,Goods,120.2
2020-05-01,Canada,Goods,121.0
2020-06-01,Canada,Goods,122.6
2020-07-01,Canada,Goods,122.9
2020-08-01,Canada,Goods,122.3
2020-09-01,Canada,Goods,122.2
2020-10-01,Canada,Goods,122.9
2020-11-01,Canada,Goods,123.2
2020-12-01,Canada,Goods,122.5
2021-01-01,Canada,Goods,123.8
2021-02-01,Canada,Goods,125.2
2021-03-01,Canada,Goods,126.2
2021-04-01,Canada,Goods,126.8
2021-05-01,Canada,Goods,127.9
2021-06-01,Canada,Goods,128.1
2021-07-01,Canada,Goods,129.1
2021-08-01,Canada,Goods,129.4
2021-09-01,Canada,Goods,129.6
2021-10-01,Canada,Goods,130.9
2021-11-01,Canada,Goods,131.7
2018-01-01,Canada,Services,143.3
2018-02-01,Canada,Services,144.3
2018-03-01,Canada,Services,144.9
2018-04-01,Canada,Services,144.6
2018-05-01,Canada,Services,145.3
2018-06-01,Canada,Services,145.5
2018-07-01,Canada,Services,147.1
2018-08-01,Canada,Services,147.1
2018-09-01,Canada,Services,146.3
2018-10-01,Canada,Services,146.8
2018-11-01,Canada,Services,146.6
2018-12-01,Canada,Services,147.3
2019-01-01,Canada,Services,147.1
2019-02-01,Canada,Services,147.6
2019-03-01,Canada,Services,148.1
2019-04-01,Canada,Services,148.1
2019-05-01,Canada,Services,149.2
2019-06-01,Canada,Services,149.6
2019-07-01,Canada,Services,150.7
2019-08-01,Canada,Services,150.9
2019-09-01,Canada,Services,149.5
2019-10-01,Canada,Services,150.1
2019-11-01,Canada,Services,149.4
2019-12-01,Canada,Services,150.1
2020-01-01,Canada,Services,149.7
2020-02-01,Canada,Services,150.8
2020-03-01,Canada,Services,151.1
2020-04-01,Canada,Services,151.1
2020-05-01,Canada,Services,151.1
2020-06-01,Canada,Services,151.6
2020-07-01,Canada,Services,151.5
2020-08-01,Canada,Services,151.6
2020-09-01,Canada,Services,151.5
2020-10-01,Canada,Services,151.9
2020-11-01,Canada,Services,152.1
2020-12-01,Canada,Services,152.1
2021-01-01,Canada,Services,152.5
2021-02-01,Canada,Services,152.6
2021-03-01,Canada,Services,152.9
2021-04-01,Canada,Services,153.7
2021-05-01,Canada,Services,154.0
2021-06-01,Canada,Services,154.6
2021-07-01,Canada,Services,155.4
2021-08-01,Canada,Services,155.7
2021-09-01,Canada,Services,156.1
2021-10-01,Canada,Services,156.7
2021-11-01,Canada,Services,156.5
2018-01-01,Newfoundland and Labrador,All-items,136.8
2018-02-01,Newfoundland and Labrador,All-items,137.3
